stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC5864,13979,28.578367,76.955490,KharKhari Jatmal Village,13979
U99704,13980,28.705100,77.085900,Main Kajawala Road,13980
DC4177,13981,28.557580,77.053426,Keshav Kunj Apartments,13981
DC5722,13982,28.687957,77.168504,H Block Ashok Vihar,13982
DC5724,13983,28.691840,77.167484,Ashok Vihar Phase 1,13983
DC4180,13984,28.555573,77.055105,Govt Co-Edu Sr Sec School Sec-22 Dwarka,13984
DC5606,13985,28.714134,77.129695,B Block Prashant Vihar,13985
DC5761,13986,28.620060,77.039265,Pipal Wala Road Crossing Mohan Garden,13986
DC5802,13987,28.658886,77.108894,Akhil Bhartiya Netraheen School,13987
DC5741,13988,28.807973,77.124754,Alipur Garhi,13988
U02037,13989,28.566200,77.189100,Bhikaji Kama Place,13989
U99931,13990,28.591900,77.240200,Lodhi Hotel,13990
U01632,13991,28.725533,77.163200,Jahangir Puri GT Road-Metro St,13991
U03298,13992,28.631300,77.278500,Laxmi Nagar,13992
U01300,13993,28.699470,77.134853,Kapil Vihar,13993
U00604,13994,28.625700,77.068300,Uttam Nagar,13994
U01103,13995,28.583200,77.117300,Mor Lines,13995
U01173,13996,28.581200,77.124200,Palam Mor,13996
U01380,13997,28.596600,77.140800,Mall Road,13997
DC5734,13998,28.556211,77.229420,Sadiq Nagar,13998
U00148,13999,28.806200,76.965900,Katevara Xing,13999
U00635,14000,28.593100,77.071300,Sec-6 Telephone Exchang,14000
U00611,14001,28.590100,77.069000,Dwarka Sec-6/7 Xing,14001
U99628A,14002,28.581600,77.070600,Royal Residency,14002
U99626A,14003,28.577100,77.070100,Sec-8 DTC Bus Depot,14003
U99625A,14004,28.573500,77.067000,Sec-9 Metro Station,14004
U99936Z,14005,28.565200,77.050400,Dwarka Sec-23,14005
U00542BV,14006,28.538000,77.050600,Bhadhthal  Village,14006
CWG1A,14007,28.610300,77.191000,11 Murti,14007
U02546,14008,28.630800,77.217200,Regal,14008
U00247,14009,28.604000,76.987400,Roshanpura,14009
U99819A,14010,28.712500,77.028300,Mubarakpur Xing,14010
DC5918,14011,28.599802,76.915635,Rawta Crossing (Ujwa Village Road),14011
DC5932,14012,28.682748,77.023380,Mundka School,14012
U01247,14013,28.638650,77.129800,Mayapuri Chowk/ Mansarovar Garden,14013
U02507,14014,28.625607,77.214431,PS Parliament / Jantar Mantar,14014
U01185,14015,28.600000,77.125000,Police Station Sadar Bazar,14015
U00597,14016,28.567500,77.066900,Dwarka Metro Station Sec-8,14016
U99936,14017,28.565000,77.050500,Dwarka Sec-23,14017
U01404,14018,28.772600,77.143200,Nangli Punam,14018
U01384,14019,28.781600,77.141200,Budhpur,14019
U01364,14020,28.793200,77.139800,BDO Office,14020
U01360,14021,28.796800,77.139400,Alipur,14021
U00916,14022,28.802900,77.096000,Holambi Kalan,14022
U99680,14023,28.809500,77.094700,Holambi Kalan JJ Colony,14023
U01759,14024,28.695900,77.170600,Ashok Vihar B Block,14024
DC5740,14025,28.556123,77.229055,Sadiq Nagar,14025
U00944,14026,28.692000,77.098300,Vidhya Vihar,14026
U01695,14027,28.702300,77.167100,Ashok Vihar Xing,14027
U01816,14028,28.687900,77.175200,Ashok Vihar Water Tank,14028
U01177,14029,28.580800,77.124300,Palam Mor,14029
U03740,14030,28.675900,77.322700,Shahdara Border,14030
U03631,14031,28.684300,77.311000,GTB Hospital,14031
U03335,14032,28.694000,77.280300,Vijay Park,14032
U00904,14033,28.680300,77.095000,Peera Garhi,14033
U03652,14034,28.668300,77.314500,Vivek Vihar Terminal,14034
U01045,14035,28.612800,77.109800,Lajwanti Garden,14035
U00616,14036,28.591300,77.069600,Dwarka Sec-6/7 Xing,14036
U00631,14037,28.593200,77.071000,Dwarka Sec-6 Telephone Exchange,14037
U99604,14038,28.609000,77.082600,Dabri Village,14038
U99956A,14039,28.567000,77.246700,Lajpat Nagar,14039
U03613,14040,28.624600,77.309500,Vinod Nagar,14040
U03099,14041,28.704660,77.254266,Khajuri,14041
U03368,14042,28.639500,77.283700,Radhu Palace,14042
U03347,14043,28.641600,77.282400,Guru Angad Nagar,14043
U03310,14044,28.649300,77.278900,Rashid Market,14044
U03021,14045,28.539900,77.248400,C R Park Market 1,14045
U00659,14046,28.681600,77.074200,Nangloi JJ Colony-III,14046
DC5737,14047,28.516211,77.226958,Khanpur Ambedkar Nagar,14047
U03611,14048,28.624800,77.309500,Vinod Nagar,14048
U03548,14049,28.645917,77.301050,Hargovind Enclave,14049
U00693,14050,28.681417,77.079100,Jwala Puri Nangloi Depot,14050
U00927,14051,28.802600,77.096100,Holambi Kalan,14051
U00924,14052,28.799800,77.096100,Holambi Khurad,14052
U01443,14053,28.765000,77.145900,Gurudwara,14053
U01470,14054,28.758250,77.148217,Swaroop Nagar GT Road,14054
U01564,14055,28.528700,77.157400,B-8 Vasant Kunj,14055
U01660,14056,28.524600,77.165700,B-3 Vasant Kunj,14056
U02236,14057,28.678900,77.200500,Birla Mill,14057
U03259,14058,28.658200,77.272400,Jheel Terminal,14058
U03270,14059,28.654900,77.273800,Geeta Colony,14059
U03318,14060,28.646200,77.279100,Khureji,14060
U03373,14061,28.639700,77.283700,Radhu Palace,14061
D620FF38,14062,28.536880,77.287580,Sarita Vihar Xing,14062
14789068,14063,28.543950,77.310270,Yamuna Bridge East Check Post,14063
12C0F7A8,14064,28.554000,77.321680,Mahamaya Flyover West,14064
AD06F1DB,14065,28.558230,77.329550,Amity International School,14065
E474A677,14066,28.561030,77.336330,Sec 37 Chowk,14066
F08B3DF2,14067,28.564340,77.335380,Noida Sector 37,14067
63F83BBD,14068,28.560940,77.345500,Chhalera Village,14068
C2C2D38F,14069,28.560850,77.345350,Police Choki Sadarpur,14069
F20157F4,14070,28.561750,77.349040,Sadarpur More,14070
E01B59F8,14071,28.561590,77.355530,Noida Sec 40,14071
170E7A2A,14072,28.561530,77.357880,AGHAPUR VILLAGE,14072
C0B5F677,14073,28.559110,77.370710,Baroula Village,14073
E2C2E077,14074,28.554850,77.374200,Hindon Vihar Xing,14074
7B4C09DD,14075,28.552330,77.376770,Sarin Farm,14075
D09BFD5F,14076,28.548000,77.381150,Mehrishi Ashram Salarpur,14076
840E2FC4,14077,28.544770,77.384520,SALARPUR VILLAGE,14077
D0A1CBD6,14078,28.542260,77.387010,Bhangel Village,14078
07108C4A,14079,28.535020,77.391600,Noida Sec 82 More,14079
1AD2BD26,14080,28.534490,77.397720,Nepz Gate No 2,14080
77FC6EFC,14081,28.535320,77.407450,Hosiery Complex petrol Pump,14081
986D7099,14082,28.535450,77.408220,Nangla Village,14082
8C58D940,14083,28.535840,77.413530,Noida Ph 2,14083
E48F9350,14084,28.535950,77.414550,Noida Ph 2 Phool Mandi,14084
87E1248F,14085,28.529609,77.272419,Crown Plaza Okhla,14085
C0F58CFB,14086,28.532350,77.277670,DESU Office (BSES),14086
81984B97,14087,28.533530,77.280000,Sarita Vihar Under Pass,14087
DE63F008,14088,28.562170,77.337830,Noida Sector 37,14088
C5939BF3,14089,28.560730,77.345510,Chhalera village,14089
CB890C93,14090,28.678950,77.200580,BIRLA MILL,14090
A57BA447,14091,28.693966,77.189328,Harmilap Ashram,14091
8C6A34BF,14092,28.708033,77.177500,Azadpur Terminal,14092
8185D50B,14093,28.802670,77.138440,Bakauli Crossing,14093
EAF62341,14094,28.808704,77.147582,Palla Xing,14094
2B855B56,14095,28.812306,77.157439,Jaipur G Trapt,14095
D3682895,14096,28.629149,77.216879,Regal,14096
51290E0D,14097,28.644681,77.214528,motiya khan,14097
F8C8A1B5,14098,28.649133,77.209510,P S Sadar Bazar,14098
D2D696E3,14099,28.653585,77.204491,Id Ghah,14099
6B889D52,14100,28.656442,77.203696,MODEL BASTI-DC2845,14100
F38140E6,14101,28.670168,77.208069,ps old subzi mandi,14101
8F817A61,14102,28.684050,77.202317,Kamla Nagar/ Roop Nagar,14102
D4C0C3E3,14103,28.729285,77.166046,JahangirPuri B Block,14103
283A53C4,14104,28.730560,77.168181,Jahangirpuri K Block,14104
852FBB92,14105,28.644832,77.240422,GOLCHA CINEMA,14105
7343CB21,14106,28.702691,77.193769,Alpana Cinema (Model Town Mtr Stn),14106
D7B4CCFF,14107,28.649693,77.239352,Subhash Park,14107
B110E954,14108,28.641908,77.240409,Golcha Cinema,14108
444117F3,14109,28.632617,77.242283,Express Building-DC2809,14109
E042BB26,14110,28.606130,77.226000,Kotah House,14110
88FE38FD,14111,28.581800,77.226917,NHW8 Crossing,14111
FD06DACA,14112,28.696507,77.280281,Krishna Gali Yamuna Vihar C-12,14112
43A5BEDE,14113,28.694910,77.293495,durga puri chowk,14113
FFCB70B1,14114,28.688783,77.321617,Anand Gram Kusht Ashram,14114
E0154D33,14115,28.679341,77.325692,New Seema Puri,14115
C2C9061B,14116,28.663825,77.320692,Ramprashta Mandir,14116
E7394209,14117,28.646686,77.317773,ISBT Anand Vihar,14117
1AB2A87E,14118,28.600760,77.326700,Mayur Vihar Phase-3 Xing BRD,14118
E6E44592,14119,28.596200,77.330930,JhundPura Village Noida Sector-11,14119
3A168DEF,14120,28.596700,77.330400,Noida Sector 8,14120
0C88EE83,14121,28.594610,77.333650,Noida Sect-12 A Block,14121
2D12053C,14122,28.597730,77.337960,Metro Hospital,14122
E4EB8B53,14123,28.599860,77.341720,Noida Sector 56,14123
B882225E,14124,28.597800,77.344500,Noida Sec 12-22 t-Point,14124
C2CCE111,14125,28.595800,77.343400,Raghu Nath Pur /Chora Village,14125
4A01D710,14126,28.593300,77.340500,Chora More Sec12,14126
0C4D7BB6,14127,28.587770,77.333160,Noida Sec-10-21,14127
CC404A95,14128,28.582200,77.325530,Telephone Exch Noida Sector-19,14128
2C87CE7C,14129,28.580880,77.323700,Noida Sector-19B,14129
155C3537,14130,28.575750,77.326550,Noida Sec 27 Chowk,14130
12A1BC61,14131,28.573700,77.328500,Noida Sector-27 Market,14131
44AD9871,14132,28.571560,77.329450,Noida Sec 28,14132
767245B0,14133,28.570850,77.328600,Vishwa Bharti School,14133
C8843555,14134,28.570240,77.327780,Atta Chowk,14134
A5F205C8,14135,28.569020,77.328580,Noida Sector-28/29,14135
FBC16A7A,14136,28.564980,77.334530,Botanical Garden Metro Station,14136
57045E06,14137,28.561403,77.347412,Noida Sec 43 Police Chowki,14137
99013C01,14138,28.788830,77.228250,Badarpur Khadar Shank No 27,14138
8AE1AE51,14139,28.782120,77.241893,Tronika City Gate No 2,14139
25FC700A,14140,28.774409,77.243156,Tronika City Gate No 1,14140
4EBFB158,14141,28.682660,77.331720,Sayeed Nagar More,14141
D2E6C445,14142,28.598570,77.344180,Noida Sec 12/ 22 T Point,14142
83748626,14143,28.593950,77.341050,Chora More Sec-12,14143
E7D3D569,14144,28.591000,77.337000,Noida Stadium,14144
617A3550,14145,28.587650,77.332510,Noida Sec 10 / 21,14145
94D0A6C1,14146,28.584600,77.328770,Noida Sec 9 Power House,14146
CC9C672D,14147,28.581380,77.323950,Noida Sec-19 B,14147
E67187B1,14148,28.697372,77.290102,MIG Flats DDA L.R. Xing,14148
B42C817E,14149,28.689260,77.292350,Jyoti Colony,14149
8784DA42,14150,28.689560,77.295760,Hardev Puri,14150
6DF1E0DC,14151,28.688872,77.301402,GTB Crossing,14151
4EE0097D,14152,28.669300,77.305292,Surajmal Vihar Authrity,14152
1D3EB707,14153,28.526477,77.187482,Mehrauli,14153
BCA61E14,14154,28.525600,77.187600,Qutab Minar,14154
D169198C,14155,28.521335,77.200060,Dhola Peer,14155
8054D4FC,14156,28.520443,77.203930,Said ul zeb Village,14156
064953BA,14157,28.519530,77.207630,Maidan Garhi Xing,14157
6297CD9D,14158,28.517810,77.216310,Saket Xing,14158
6D3DABB5,14159,28.516264,77.223896,DIPSAR,14159
A7036E84,14160,28.514231,77.233170,Devoli Road Crossing,14160
D701D0D4,14161,28.512897,77.239058,Vayusena Bad,14161
DF14BFA8,14162,28.510010,77.263540,Tuglkabad Fort,14162
0535D05A,14163,28.505400,77.277120,Okhla More,14163
D3389EA8,14164,28.507300,77.300000,Power House,14164
898DE0F0,14165,28.569080,77.327770,Noida Sector 28/29,14165
63998792,14166,28.569900,77.326970,Noida Sec-18 Metro Station,14166
97FF6186,14167,28.566890,77.323807,Film City More Under Pass,14167
A7F577C8,14168,28.567480,77.322620,Wave Cinema,14168
17CE957A,14169,28.573970,77.322230,Atta Peer,14169
D1718945,14170,28.577020,77.318963,Rajni Gandha Chowk,14170
A55235FE,14171,28.586498,77.330967,Noida Sec 9 Power House,14171
7E71730E,14172,28.599253,77.344865,Noida Sec-22 Shiv Mandir,14172
E68F84D7,14173,28.599890,77.349190,Sector-22 Noida H-Blk.,14173
A960C604,14174,28.600080,77.350710,Noida Sec 57 Xing,14174
49243E69,14175,28.593800,77.355470,Noida Sec-23 Chowk,14175
E4E6027B,14176,28.592730,77.356300,Noida Sector-53 Chowk,14176
BA283257,14177,28.588880,77.352410,Noida Sector-32 Terminal,14177
729A9138,14178,28.523511,77.190733,Lado Sarai Terminal,14178
EA6FD65B,14179,28.577670,77.318830,Rajni Gandha Chowk,14179
5272A6AE,14180,28.590702,77.336977,Noida Stadium,14180
CEFF88D9,14181,28.599500,77.341670,Noida Sector 56,14181
B92E5B9A,14182,28.594530,77.333660,Noida Sect 12 A Block,14182
6CE73790,14183,28.596630,77.330310,Jhund Pura Sec 11,14183
911BDD1E,14184,28.596000,77.330830,Noida Sector 8,14184
8792E187,14185,28.615560,77.341380,Khora Cly Corner,14185
B7C4FACB,14186,28.616579,77.339325,Mayur Vihar Ph III Paper Market,14186
258B318D,14187,28.636073,77.285758,Vivekanand Hospital,14187
E1671CDD,14188,28.641150,77.229617,Zakir Husain College,14188
6E9470A4,14189,28.662417,77.182200,Sarai Rohila,14189
118DD172,14190,28.681483,77.155483,Jai Mata Market Tri Nagar Terminal,14190
DAFBB9F5,14191,28.664330,77.319620,Mausam Vihar,14191
F0D66EF3,14192,28.658389,77.310620,Anand Vihar,14192
E783335F,14193,28.659146,77.311872,Ram Mandir Paschim Vihar,14193
4AAA1BD1,14194,28.649783,77.305020,Dda Flats Karkardooma,14194
BD9FB0B0,14195,28.654390,77.162116,Ranjeet Nagar,14195
79F9DA44,14196,28.631425,77.298539,Mandawali Government School,14196
AB5CE9D7,14197,28.667350,77.137317,Punjabi Bagh Terminal,14197
6432DC1A,14198,28.683039,77.133851,Raja Park,14198
077D0B52,14199,28.620966,77.208488,Gurudwara Marg,14199
40022243,14200,28.573250,77.189950,Sarojini Nagar Depot,14200
BE8ED128,14201,28.623414,77.203108,RML Hospital,14201
A4BEF0F5,14202,28.652515,77.201901,Master Prithvi Nath Marg,14202
E29EFFBE,14203,28.655200,77.199000,Guru Govind Singh Marg,14203
30AB4706,14204,28.695307,77.206995,vijay nagtar,14204
D6E94E09,14205,28.742526,77.146669,Vijya Bank,14205
92CD9844,14206,28.652505,77.202078,Master Prithvi Nath Marg,14206
6CC52F4E,14207,28.691955,77.207865,Kirorimal Collage,14207
41CD5F90,14208,28.744410,77.144730,Samay Pur,14208
0D66BD44,14209,28.668342,77.225091,ISBT Nityanand Marg,14209
E60F04AB,14210,28.796676,77.139546,Ali Pur Gt Road,14210
7E1A8B7D,14211,28.800868,77.138962,Mcd Rest H,14211
1F6AD093,14212,28.809641,77.131479,Ali Pur Garhi,14212
2A52CC22,14213,28.805474,77.110297,Arvind Farm,14213
D053A99A,14214,28.845882,77.088653,Narela Mandi,14214
A7A0EB4C,14215,28.796950,77.139556,Durga Mandir A,14215
1889B435,14216,28.838061,77.091509,Kureni Village,14216
63C47B9E,14217,28.854546,77.097907,narela sector 5/6 crossing,14217
AA968296,14218,28.840631,77.108408,B-4 Pocket-13 Narela,14218
8AEE4B4E,14219,28.702348,77.206088,id hospital,14219
914A403A,14220,28.766280,77.184388,jyoti nagar,14220
360805F5,14221,28.774760,77.173577,Natthupura Crossing,14221
B306F421,14222,28.793079,77.151510,Mukhmel Pur,14222
7A3AB3C5,14223,28.744984,77.117467,Shahbad Bank,14223
62B26570,14224,28.749160,77.084960,Prehlad Pur Mandir,14224
1DD6D22A,14225,28.772563,77.048801,Dharamshala Pooth Khurd,14225
8DF49BCB,14226,28.778003,77.044890,Dhakewala,14226
F3CB7018,14227,28.780669,77.043892,DSIDC Office Bawana,14227
D246C044,14228,28.798404,77.035053,Dsidc Sec  1,14228
2C1F424F,14229,28.678930,77.200540,Birla Mills,14229
0B207E3E,14230,28.727079,77.161652,Jahangir Puri Crossing,14230
81FFA47E,14231,28.744049,77.127516,sardar colony,14231
5B0DC71C,14232,28.671769,77.227091,Bhai Parmanand Hosp.,14232
0EE5593E,14233,28.733410,77.139630,Badli School,14233
A67FE588,14234,28.745197,77.137199,Petrol Pump,14234
54D97B0C,14235,28.740492,77.137476,Badli Factory Area,14235
17EC9E41,14236,28.772577,77.048855,DHARAMSHALA POOTH KHURD,14236
A7434F66,14237,28.774442,77.048862,Pooth Khurd Hospital,14237
17112BEA,14238,28.807991,77.003521,Nangal Crossing,14238
DB5B873A,14239,28.805220,76.976829,Katewara Village,14239
1CF6DD18,14240,28.687723,77.206432,Daulat Ram College,14240
78A554CA,14241,28.649340,77.143475,Kirti Ngr Rly Reser Offic,14241
46CB51B5,14242,28.658517,77.231550,Old Delhi Railway Station,14242
0CE95A62,14243,28.665200,77.230300,Guru Govind Singh University (Kashmere Gate),14243
7E229FC4,14244,28.871866,77.080877,Shiv Mandir,14244
898B5BB9,14245,28.769478,77.049527,Pooth Khurd village,14245
64333AAB,14246,28.771267,77.049775,DSIDC Office Bawana,14246
E16F3023,14247,28.812959,77.055525,Air Force Stn Ghoga,14247
4E56EE2D,14248,28.819452,77.063435,Sannoth Xing,14248
389A3C05,14249,28.808145,77.049584,Air Force Stn Ghoga,14249
F5C42B0F,14250,28.714233,77.076917,Rohini Sec-23 Pkt-C Crossing,14250
71BB7AF0,14251,28.713330,77.060530,Lakhi Ram Park (Rohini Sector-22),14251
B27525A1,14252,28.790588,76.962577,JAT KHOR,14252
BBE631A4,14253,28.808322,76.967564,Qutab Garh,14253
9D3C9A53,14254,28.802278,76.963005,Katevara Xing,14254
A8534775,14255,28.707450,77.180840,Azadpur Metro station,14255
BC0ADD24,14256,28.747789,76.981578,Jayanti X-lng,14256
493EB958,14257,28.805928,76.965872,Katewara Xing,14257
320DB730,14258,28.660295,77.224901,Old Delhi Railway Station (Fatehpuri),14258
9EE77BF4,14259,28.666662,77.219260,Tees Hazari Court,14259
82488FE2,14260,28.695420,77.188223,Harmilap Mission,14260
18F93699,14261,28.743880,77.126398,Rohini Sector-16,14261
40D83224,14262,28.803285,77.042333,Bawana JJ Colony A-Block,14262
6E562BBA,14263,28.627358,77.279353,Shakkar Pur,14263
19BA8DAD,14264,28.606550,77.321580,Summer Villa School,14264
F290DC3F,14265,28.603620,77.324470,Vasundhra Enclave Sports Complex,14265
92464E8E,14266,28.738748,77.144650,Haider Pur Water Work,14266
FC436062,14267,28.741228,77.130512,Rohini Sec-17 Crossing,14267
961F56BD,14268,28.666217,77.221928,Mori Gate Terminal,14268
D80A75F0,14269,28.841570,77.117330,dsidc flats,14269
F3ACE096,14270,28.840390,77.108810,b 4 pocket 13 narela,14270
16E9DCFB,14271,28.858679,77.093765,Ramdev Chowk Pithori Jhori,14271
9ED3B0B1,14272,28.844972,77.095199,S.Raja Harish Chander Hospital,14272
6A424FAB,14273,28.840028,77.086435,narela railway xing,14273
1434D466,14274,28.839217,77.082243,BAL BICHU GHAR,14274
4E1CAC4D,14275,28.837483,77.080687,Swatantra Ngr,14275
7533B6AE,14276,28.829277,77.073323,Vishal Bagh,14276
5A7AF737,14277,28.657900,77.231900,Old Delhi Railway Station,14277
84B0181E,14278,28.764972,77.145839,Harguru Govind Sarover,14278
5D8DB142,14279,28.802992,77.142540,Palla Xing,14279
51196F72,14280,28.819418,77.167044,Akbar P Majra,14280
CF2F15B7,14281,28.819507,77.167121,Taj Pur More,14281
141D7C84,14282,28.730576,77.122163,Shalimar Village,14282
3C0D6A29,14283,28.765076,77.134799,siraspur village,14283
CB8A1BAE,14284,28.775574,77.118859,Khera Khurd School,14284
17AE50FE,14285,28.743692,77.116309,ENGINEERING COLLEGE,14285
19BF0A71,14286,28.780400,77.044017,DSIDC Office Bawana,14286
0BB3CD30,14287,28.801407,77.034554,Bawana Primary Scl,14287
173F294D,14288,28.806709,77.047729,JJ Colony Bawana Road,14288
FF991E60,14289,28.811860,77.053907,Jain Shukla Mandir,14289
BD74A296,14290,28.818034,77.055432,ghoga x ing,14290
D7F57DA6,14291,28.825046,77.057805,Ghoga Village,14291
7E23FB22,14292,28.716400,77.108008,anubhav  appartment,14292
9B38D9E3,14293,28.728142,77.123958,guru  nanak training school,14293
180544A0,14294,28.800231,77.035949,ashthal colony,14294
1A1480D8,14295,28.806969,77.046002,GHOGA AIR FORCE STATION,14295
D47F744B,14296,28.813708,77.056055,pfa gau shala,14296
2831851D,14297,28.841069,77.084522,Vishal Bagh,14297
1B6FA89B,14298,28.835983,77.079317,SWATANTRA NAGAR,14298
C6B48761,14299,28.840834,77.084031,bal bhikshu greh,14299
6E0D4FF6,14300,28.639683,77.243213,Delhi Sectt.,14300
6FD36BCB,14301,28.666315,77.235191,nigam bodh ghat,14301
B87EBB6E,14302,28.771905,77.132424,Sunder Bagh,14302
1820057D,14303,28.803896,77.142690,Bakauli Crossing,14303
AE646929,14304,28.816655,77.138732,Bakauli Vill,14304
9AB1E169,14305,28.693603,77.218446,Mall Road,14305
F8BAC1B9,14306,28.745258,77.110970,Shahbad Bank,14306
5FF38672,14307,28.727190,77.161860,Jahangir Puri Crossing,14307
2C169986,14308,28.816137,77.174243,Ramjan P V X,14308
E9D41979,14309,28.800170,77.179173,Hiranki,14309
493D6CE7,14310,28.793662,77.140182,Alipur Block,14310
3117DF8B,14311,28.798800,77.139175,Alipur Cpwd Office,14311
51D033E1,14312,28.826765,77.173637,Taj Pur Kalan,14312
353DF45B,14313,28.847153,77.183075,Taj Pur More,14313
089C977A,14314,28.627197,77.214767,Regal,14314
F675A39D,14315,28.701996,77.165407,Ashok Vihar Crossing,14315
090EF465,14316,28.693700,77.151200,Wazirpur DTC Depot / Netaji Subhash Palace,14316
F6DF8EC1,14317,28.829550,77.178633,sungerpur village,14317
01F42B8F,14318,28.731223,77.186096,Mukand Pur More,14318
6415FD73,14319,28.733230,77.139530,Badli School,14319
75F19489,14320,28.656100,77.241117,salim garh geeta colony,14320
46905250,14321,28.840696,77.127887,metro vihar,14321
DB68BBD7,14322,28.752942,76.972494,Jounti,14322
86E662D7,14323,28.745983,76.978450,Jounti Border,14323
1340B5E6,14324,28.725275,77.160575,KODIYA PUL BUS STAND,14324
57299C21,14325,28.668217,77.225300,ISBT Nityanand Marg,14325
3D4EDE79,14326,28.674550,77.201166,punjabi basti,14326
14CF1DE1,14327,28.668999,77.205018,Roshnara Road,14327
ED548C0B,14328,28.670067,77.202588,Mata Mandir Roshanara Road,14328
B6C9643A,14329,28.689635,77.192586,Kalyan Vihar,14329
A125265D,14330,28.691045,77.191321,Gurudwara Nanak Piou,14330
0326C057,14331,28.720817,77.166664,Jahangir Puri Gt Road,14331
D605D5EB,14332,28.842343,77.087387,Narela Rly Xing,14332
CCF23070,14333,28.842103,77.086722,Swatantra Ngr,14333
DC0B36F9,14334,28.836813,77.080190,Maharaja Aggsen Publ Scl,14334
766170E5,14335,28.832396,77.076212,Vishal Bagh,14335
6608ECFB,14336,28.727144,77.162307,Jahangir Puri Crossing,14336
0798E2CA,14337,28.583164,77.250899,P S Nizamuddin,14337
772EA8EF,14338,28.727519,77.002541,Kanjhawala Depot (Narela Road),14338
9D85CD5B,14339,28.695660,77.187810,Harmilap Mission,14339
A8148D30,14340,28.727667,77.198002,sant sarover,14340
558703E9,14341,28.768806,77.180927,Natthupura Terminal,14341
E01D6C3D,14342,28.620659,77.220492,Windsor Place,14342
F3729158,14343,28.681262,77.228820,Raksha Vigyan Kendra,14343
BB90165B,14344,28.696297,77.228677,Nehru Vihar Crossing,14344
69CD1BA3,14345,28.743875,77.126393,Engineering College,14345
B4F8D36A,14346,28.732291,77.197969,Burari Transport Authourity,14346
608BA42A,14347,28.745428,77.198125,Balti Factory,14347
8393E4E3,14348,28.755408,77.198270,Ekta Garden- Harijan Basti,14348
E9F931E4,14349,28.811037,77.136893,Bakauli crossing,14349
AC1234B9,14350,28.814227,77.140515,Bakuli Temple,14350
63E61DD1,14351,28.670792,77.265415,Seelampur Gt Road,14351
DD8B52B3,14352,28.689380,77.291570,Jyoti Colony,14352
8CE370B8,14353,28.690064,77.307741,GTB X-ING,14353
D886CD30,14354,28.691690,77.310410,Nand Nagari Terminal,14354
0D21B77A,14355,28.692749,77.327599,Dlf X-Ing,14355
12F3B7FC,14356,28.684844,77.331517,New Seema Puri Depot Cluster,14356
EDC01EFD,14357,28.628636,77.216583,Regal,14357
016FD014,14358,28.677348,77.256640,Kaithwara,14358
5925385C,14359,28.687040,77.254130,Tisra Pusta,14359
C96522E9,14360,28.607660,77.305050,Trilok Puri 26 Block,14360
58FBEBFD,14361,28.606400,77.300760,36 Block Trilok Puri,14361
5D1265F5,14362,28.605500,77.297060,Mayur Vihar Ph 1 Terminal,14362
5C28150F,14363,28.594950,77.338091,gole chakkar,14363
309ADBAB,14364,28.628497,77.328769,murga mandi,14364
9DEB1663,14365,28.623256,77.332622,gazi pur police station,14365
24B1F732,14366,28.655517,77.198983,Guru Govind Singh Marg,14366
56DA2732,14367,28.683242,77.214193,hindu college,14367
7519DF11,14368,28.642943,77.223709,N D R Station G No 2,14368
5FAB7C77,14369,28.670904,77.267724,Seelampur Gt Road,14369
66BE6C0C,14370,28.676100,77.311860,Dilshad Garden GT Road,14370
2B6A0576,14371,28.690727,77.278602,Babarpur Ext / Maujpur Crossing,14371
825254C4,14372,28.689100,77.277650,Mauj Pur,14372
9E580DB0,14373,28.658298,77.182527,Sat Nagar,14373
4A43AEB8,14374,28.648513,77.184090,Sabziwala Chowk,14374
EBDE5DCA,14375,28.647687,77.183702,Shri Gomaram Chowk,14375
537FEDCF,14376,28.663200,77.207200,Kishan Ganj Dispensary,14376
A5BA3219,14377,28.659900,77.189100,Liberty Cinema,14377
21EE8D04,14378,28.676017,77.093967,Peera Garhi Depot,14378
C89C67E1,14379,28.682317,77.068783,Sultan Puri Crossing,14379
7EF5893F,14380,28.684917,77.001267,Hiran Kudna Crossing,14380
E98AA741,14381,28.703964,77.264878,chand bagh,14381
D232FDBE,14382,28.705168,77.264227,chandu nagar,14382
D377E40B,14383,28.706901,77.263496,tukhmir pur,14383
82A2E363,14384,28.709872,77.262120,sher pur,14384
30DE18EF,14385,28.712929,77.263269,nehru vihar (dayal pur),14385
9BE42D6C,14386,28.715987,77.264418,dayal pur,14386
A727E7FC,14387,28.721537,77.267131,sadat pur,14387
8669E83E,14388,28.721483,77.258417,Karawal nagar,14388
220B53D9,14389,28.677460,77.256820,Kaithwara,14389
189DE7B2,14390,28.697900,77.217068,INMAS Hospital,14390
EEC87B67,14391,28.700761,77.218875,Education Office (Lucknow Rd),14391
A0B802C4,14392,28.703081,77.221021,Timar Pur Qrts,14392
A7C7DA29,14393,28.658560,77.203200,Filmistan C,14393
DC59FAAC,14394,28.682252,77.029944,Mundka Village Metro Station,14394
2AC6B599,14395,28.704592,76.988655,Savda JJ Colony,14395
FC52733E,14396,28.694920,77.107310,Police Line,14396
3504B47B,14397,28.713300,77.060530,Lakhi Ram Park (Rohini Sector-22),14397
B95C3AAC,14398,28.727587,77.049225,Jain Hospital,14398
25B1B7C7,14399,28.734037,77.020638,Rss Kanjhawala,14399
02B2FC4B,14400,28.696413,77.281562,Krishna Marg,14400
